==9993== NVPROF is profiling process 9993, command: /root/.virtualenvs/cv/bin/python gpu-opt_flow.py
==9993== Warning: Unified Memory Profiling is not supported on the underlying platform. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==9993== Execution timeout, stopping the application...
==9993== Profiling application: /root/.virtualenvs/cv/bin/python gpu-opt_flow.py
==9993== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
7.19150s     312ns                    -               -         -         -         -       24B  73.360MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
7.19246s     573ns                    -               -         -         -         -  126.56KB  210.64GB/s      Device           -  NVIDIA Tegra X1         1        24  [CUDA memset]
7.19255s     313ns                    -               -         -         -         -  126.56KB  385.62GB/s      Device           -  NVIDIA Tegra X1         1        25  [CUDA memset]
7.20606s     938ns                    -               -         -         -         -       40B  40.668MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
7.20618s  21.915ms           (8 1080 1)       (256 1 1)        32        0B  1.0703KB         -           -           -           -  NVIDIA Tegra X1         1        24  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [797]
7.22807s  22.209ms           (8 1080 1)       (256 1 1)        32        0B  1.0703KB         -           -           -           -  NVIDIA Tegra X1         1        25  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [803]
7.25025s  495.43us             (8 17 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [799]
7.25074s  124.07us             (8 17 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        25  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [805]
7.25086s  165.32us            (1 135 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        24  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [801]
7.25102s  161.15us            (1 135 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        25  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [807]
7.25142s  230.84us             (8 17 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [810]
7.25165s  739.24us            (1 135 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [813]
7.25239s  61.877us             (8 17 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [819]
7.25246s  238.91us             (8 17 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [821]
7.25270s  734.92us            (1 135 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [824]
7.25344s  59.012us             (8 17 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [830]
7.25350s  237.35us             (8 17 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [832]
7.25374s  733.09us            (1 135 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [835]
7.25448s  57.606us             (8 17 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [841]
7.25647s  140.79us            (15 34 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [846]
7.25661s  137.50us            (15 34 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        25  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [848]
7.25675s  58.230us             (4 34 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [850]
7.25681s  56.877us             (4 34 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        25  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [852]
7.26704s     937ns                    -               -         -         -         -       20B  20.356MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
7.26716s  12.089ms           (8 1080 1)       (256 1 1)        32        0B  1.0313KB         -           -           -           -  NVIDIA Tegra X1         1        24  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [867]
7.27923s  12.092ms           (8 1080 1)       (256 1 1)        32        0B  1.0313KB         -           -           -           -  NVIDIA Tegra X1         1        25  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [873]
7.29131s  261.73us            (15 34 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [869]
7.29156s  252.92us            (15 34 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        25  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [875]
7.29182s  633.30us            (2 270 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        24  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [871]
7.29244s  630.07us            (2 270 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        25  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [877]
7.29327s  973.46us            (15 34 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [880]
7.29425s  2.9211ms            (2 270 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [883]
7.29717s  225.89us            (15 34 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [889]
7.29740s  956.28us            (15 34 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [891]
7.29836s  2.9121ms            (2 270 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [894]
7.30127s  217.87us            (15 34 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [900]
7.30149s  919.61us            (15 34 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [902]
7.30242s  2.9090ms            (2 270 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [905]
7.30533s  208.34us            (15 34 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [911]
7.30968s  548.61us            (30 68 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [918]
7.31023s  543.71us            (30 68 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        25  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [920]
7.31077s  217.19us             (8 68 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [922]
7.31098s  214.38us             (8 68 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        25  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [924]
7.34199s     989ns                    -               -         -         -         -        8B  7.7143MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
7.34216s  6.6796ms           (8 1080 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1        24  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [939]
7.34883s  6.6716ms           (8 1080 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1        25  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [945]
7.35549s  576.47us            (30 68 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [941]
7.35607s  570.90us            (30 68 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        25  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [947]
7.35664s  2.5031ms            (4 540 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        24  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [943]
7.35913s  2.5024ms            (4 540 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        25  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [949]
7.36182s  3.8344ms            (30 68 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [952]
7.36566s  13.594ms            (4 540 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [955]
7.37926s  854.92us            (30 68 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [961]
7.38012s  3.6899ms            (30 68 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [963]
7.38381s  13.497ms            (4 540 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [966]
7.39731s  824.45us            (30 68 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [972]
7.39813s  3.5944ms            (30 68 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [974]
7.40173s  13.369ms            (4 540 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [977]
7.41510s  823.51us            (30 68 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [983]
7.41705s  2.1690ms           (60 135 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [988]
7.41921s  2.1639ms           (60 135 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        25  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [990]
7.42138s  877.00us           (15 135 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [992]
7.42225s  864.50us           (15 135 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        25  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003629_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [994]
7.53934s  1.2500us                    -               -         -         -         -        8B  6.1035MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
7.53953s  6.6778ms           (8 1080 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1        24  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [1009]
7.54620s  6.6724ms           (8 1080 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1        25  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [1014]
7.55287s  1.1791ms                    -               -         -         -         -  7.9102MB  6.5514GB/s      Device      Device  NVIDIA Tegra X1         1        24  [CUDA memcpy DtoD]
7.55405s  1.1775ms                    -               -         -         -         -  7.9102MB  6.5601GB/s      Device      Device  NVIDIA Tegra X1         1        25  [CUDA memcpy DtoD]
7.55522s  9.9958ms           (8 1080 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        24  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1012]
7.56521s  9.9933ms           (8 1080 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        25  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1017]
7.57625s  14.509ms           (60 135 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1020]
7.59076s  59.309ms           (8 1080 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1023]
7.65007s  3.3102ms           (60 135 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1029]
7.65338s  14.076ms           (60 135 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1031]
7.66746s  59.329ms           (8 1080 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1034]
7.72680s  3.3076ms           (60 135 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1040]
7.73011s  14.021ms           (60 135 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1042]
7.74413s  59.330ms           (8 1080 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1045]
7.80346s  3.2920ms           (60 135 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        24  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1051]
7.82657s  1.8972ms           (60 135 1)        (32 8 1)        19        0B        0B         -           -           -           -  NVIDIA Tegra X1         1         7  void cv::cudev::grid_split_merge_detail::mergeC2<cv::cudev::GlobPtr<int>, cv::cudev::GlobPtr<int>, int2, cv::cudev::WithOutMask>(int, cv::cudev::GlobPtr<int>, cv::cudev::GlobPtr<cv::cudev::GlobPtr<int>>, int2, int, int) [1062]
7.82915s  323.50ms                    -               -         -         -         -  15.820MB  48.904MB/s      Device    Pageable  NVIDIA Tegra X1         1         7  [CUDA memcpy DtoH]
8.51823s  705.49us                    -               -         -         -         -  1.9775MB  2.7374GB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
8.52107s  715.70us                    -               -         -         -         -  1.9775MB  2.6983GB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
8.53757s  602.99us           (15 135 1)        (32 8 1)        22        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cudev::grid_transform_detail::transformSmart<int=4, unsigned char, float, cv::cudev::saturate_cast_func<unsigned char, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<unsigned char>, cv::cudev::grid_transform_detail::transformSmart<int=4, unsigned char, float, cv::cudev::saturate_cast_func<unsigned char, float, float>, cv::cudev::WithOutMask>, unsigned char, float, int, int) [1094]
8.54304s  608.51us           (15 135 1)        (32 8 1)        22        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cudev::grid_transform_detail::transformSmart<int=4, unsigned char, float, cv::cudev::saturate_cast_func<unsigned char, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<unsigned char>, cv::cudev::grid_transform_detail::transformSmart<int=4, unsigned char, float, cv::cudev::saturate_cast_func<unsigned char, float, float>, cv::cudev::WithOutMask>, unsigned char, float, int, int) [1097]
8.54380s     781ns                    -               -         -         -         -       24B  29.306MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
8.54388s     313ns                    -               -         -         -         -       24B  73.125MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
8.54397s     208ns                    -               -         -         -         -       24B  110.04MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
8.54405s     313ns                    -               -         -         -         -        4B  12.188MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
8.54411s     209ns                    -               -         -         -         -        4B  18.252MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
8.54417s     261ns                    -               -         -         -         -        4B  14.616MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
8.54424s     260ns                    -               -         -         -         -        4B  14.672MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
8.54432s     312ns                    -               -         -         -         -       24B  73.360MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
8.54532s     573ns                    -               -         -         -         -  126.56KB  210.64GB/s      Device           -  NVIDIA Tegra X1         1        29  [CUDA memset]
8.54542s     313ns                    -               -         -         -         -  126.56KB  385.62GB/s      Device           -  NVIDIA Tegra X1         1        30  [CUDA memset]
8.55891s  1.0940us                    -               -         -         -         -       40B  34.869MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
8.55906s  21.908ms           (8 1080 1)       (256 1 1)        32        0B  1.0703KB         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [1121]
8.58095s  21.930ms           (8 1080 1)       (256 1 1)        32        0B  1.0703KB         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [1127]
8.60283s  131.36us             (8 17 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1123]
8.60295s  125.21us             (8 17 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1129]
